A,4.20,103.62,66.46,953.84,227.82,45.00,5.81,1341.00
A,4.64,104.25,66.63,988.00,240.20,45.42,6.05,1385.00
B,4.84,104.31,67.29,999.44,239.90,45.72,6.20,1407.00
A,4.00,103.41,66.14,948.56,226.88,44.71,5.60,1341.00
A,4.76,104.20,66.96,980.80,233.17,45.17,6.11,1363.00
A,4.40,103.73,66.96,964.80,233.17,44.90,5.81,1363.00
B,5.12,104.62,68.28,1034.40,245.05,45.72,6.92,1451.00
B,5.36,105.20,69.11,1093.60,251.18,45.99,7.91,1473.00
B,4.40,104.10,66.96,972.88,231.14,45.03,6.02,1407.00
C,3.08,102.47,65.31,912.16,216.24,44.36,5.27,1319.00
A,5.04,104.46,67.29,1010.64,236.14,45.50,6.65,1473.00
B,3.80,103.36,66.63,944.48,223.91,44.88,5.60,1363.00
B,5.36,104.99,68.61,1087.52,257.52,46.00,7.55,1627.00
A,5.16,105.04,68.78,1077.60,256.93,46.32,7.28,1429.00
B,5.44,104.72,69.43,1063.68,257.62,46.58,6.89,1473.00
B,5.40,104.99,67.95,1049.20,253.81,45.97,6.68,1517.00
A,5.36,104.99,67.62,1039.04,245.89,45.68,6.89,1385.00
B,5.40,104.93,67.95,1035.52,245.94,45.73,6.83,1407.00
B,5.04,104.46,67.62,1014.08,237.92,45.42,6.71,1429.00
B,5.52,104.99,68.61,1064.40,256.48,46.10,7.07,1495.00
B,5.20,104.67,67.62,1038.56,248.07,46.24,6.71,1385.00
A,5.56,105.36,68.78,1146.40,260.54,45.71,9.05,1451.00
B,4.76,104.46,68.44,1046.16,249.20,46.00,6.92,1539.00
A,5.36,104.99,68.28,1098.80,250.39,46.08,8.48,1649.00
A,5.24,104.72,67.62,1050.08,247.62,45.92,7.16,1495.00
B,5.16,104.88,68.94,1095.20,243.56,45.98,7.64,1451.00
A,5.60,104.88,67.62,1079.20,257.77,45.82,7.40,1473.00
A,5.08,104.62,68.28,1026.32,242.72,45.85,6.56,1407.00
B,4.28,103.73,67.29,970.72,231.83,45.01,5.99,1385.00
B,5.20,104.72,68.28,1044.40,241.04,46.06,6.98,1451.00
A,5.12,104.46,67.46,1017.84,243.76,45.49,6.53,1517.00
A,5.04,104.62,67.95,1008.80,240.39,45.36,6.56,1451.00
A,5.36,104.88,68.78,1066.40,249.75,46.26,7.34,1473.00
B,5.60,105.20,,1089.92,260.19,46.83,7.34,1407.00
A,6.16,105.88,69.27,1127.04,268.21,47.05,7.91,1517.00
A,5.92,105.62,69.43,1144.96,266.97,47.45,7.88,1495.00
A,4.88,104.57,67.95,1004.00,236.63,45.23,6.50,1385.00
A,4.36,103.94,67.29,971.68,231.19,45.17,5.87,1363.00
A,4.36,103.89,67.29,971.60,229.90,45.18,5.99,1341.00
B,4.40,103.94,67.12,980.56,237.47,44.76,5.93,1407.00
C,3.48,102.78,66.14,925.04,220.40,44.41,5.45,1341.00
A,5.00,104.57,67.79,1022.88,242.47,45.70,6.53,1517.00
A,4.84,104.57,68.28,1029.28,241.28,45.46,7.01,1517.00
A,4.84,104.36,67.62,1003.84,240.74,45.49,6.23,1407.00
A,5.44,104.93,68.28,1075.76,259.25,46.14,7.07,1451.00
B,4.76,104.31,68.11,1004.32,238.81,45.63,6.41,1451.00
B,4.96,104.51,68.44,1016.32,239.06,45.63,6.68,1429.00
B,4.60,104.20,67.12,994.80,235.84,45.17,6.32,1407.00
B,4.68,104.10,67.46,989.36,232.87,45.59,6.20,1385.00
B,4.08,104.15,66.46,946.16,223.46,44.87,5.78,1385.00
A,4.56,,67.12,974.64,233.51,45.20,5.93,1385.00
A,4.32,103.78,66.46,956.96,227.03,44.95,6.05,1385.00
C,4.08,103.36,65.64,941.20,224.70,44.57,5.63,1385.00
A,4.00,103.68,66.46,950.88,222.87,44.56,5.99,1385.00
B,4.96,104.31,67.12,998.96,239.45,45.30,6.26,1429.00
B,4.84,104.36,66.79,982.64,233.07,45.41,6.08,1429.00
B,4.52,103.94,67.46,986.00,235.29,44.91,6.32,1429.00
A,4.12,103.57,66.46,952.32,222.92,44.85,5.99,1407.00
B,5.08,104.51,67.95,1029.20,244.30,45.53,6.86,1385.00
A,3.84,103.20,65.81,929.68,221.34,44.53,5.51,1363.00
B,4.36,103.83,66.46,955.28,226.14,44.92,5.84,1385.00
C,3.68,103.10,65.81,928.56,220.20,44.51,5.51,1341.00
B,4.72,104.46,67.62,1010.56,240.10,45.54,6.53,1495.00
A,3.56,102.78,65.47,922.24,218.91,44.45,5.42,1319.00
C,3.48,102.94,65.64,916.08,218.02,44.45,5.42,1319.00
C,2.76,102.05,64.98,899.68,212.82,44.21,5.18,1297.00
C,3.60,102.89,65.97,926.08,220.64,44.49,5.42,1319.00
C,3.68,103.04,65.81,928.08,221.09,44.54,5.48,1363.00
A,6.20,105.62,68.28,1164.08,272.37,46.35,8.24,1605.00
A,6.28,105.67,68.44,1201.44,285.88,46.32,9.68,1583.00
A,5.36,105.04,68.44,1089.92,257.87,46.52,7.46,1561.00
B,4.12,103.68,67.12,952.56,227.32,44.56,5.77,1385.00
B,3.20,102.73,65.97,918.64,218.41,44.32,5.37,1341.00
C,3.40,102.73,66.14,921.76,218.51,44.50,5.41,1341.00
C,2.72,102.10,65.14,903.60,213.96,44.18,5.17,1341.00
B,4.00,103.46,66.79,952.96,226.19,44.72,5.81,1363.00
B,3.04,102.42,65.64,912.96,216.68,44.31,5.29,1341.00
A,3.36,102.68,65.97,920.08,219.31,44.26,5.38,1385.00
B,3.84,103.41,66.63,944.88,224.95,44.56,5.70,1385.00
A,3.60,102.99,66.14,928.48,219.50,44.51,5.55,1385.00
B,5.12,104.67,68.11,1020.16,243.76,45.83,6.49,1407.00
B,5.00,104.72,67.79,1006.56,239.21,45.28,6.60,1407.00
A,5.80,105.46,69.27,1103.12,261.38,46.72,7.68,1539.00
A,5.08,104.78,68.11,1015.52,243.66,45.69,6.45,1429.00
A,4.40,103.94,67.29,970.80,230.54,45.04,6.02,1407.00
B,4.52,103.99,67.12,975.84,234.26,44.96,6.04,1407.00
A,4.28,103.68,66.96,970.40,232.18,44.96,5.94,1407.00
C,2.84,102.15,65.64,908.32,215.15,44.35,5.25,1385.00
C,2.00,101.36,64.82,893.04,211.04,44.06,5.07,1297.00
C,1.96,101.36,66.14,892.80,211.29,44.07,5.06,1275.00
A,5.32,104.99,67.79,1056.48,253.71,46.33,6.95,1517.00
B,5.44,105.25,69.11,1066.96,256.43,46.30,7.01,1385.00
B,5.68,105.41,69.27,1107.44,260.14,46.71,7.70,1407.00
B,5.44,105.09,68.28,1057.04,246.63,46.10,7.13,1407.00
B,5.12,104.72,67.46,1046.16,248.31,45.33,6.86,1451.00
A,4.72,104.25,67.29,1003.52,241.68,45.17,6.26,1407.00
B,5.20,104.83,69.27,1047.04,248.81,46.16,7.04,1473.00
A,5.76,105.09,70.10,1130.24,264.05,46.33,8.81,1539.00
B,5.24,104.78,68.61,1033.20,247.03,45.90,6.71,1473.00
B,5.20,104.83,68.44,1067.84,239.55,45.59,7.64,1473.00
A,5.44,104.88,68.44,1056.96,251.73,46.20,7.04,1473.00
B,5.44,105.09,68.28,1083.52,262.47,46.29,6.68,1473.00
A,5.48,105.09,68.78,1087.12,263.86,46.64,7.07,1451.00
B,6.40,105.88,69.93,1230.56,274.35,47.54,11.03,1583.00
B,5.80,105.72,70.59,1168.32,265.49,46.58,9.89,1539.00
A,6.40,105.99,69.27,1296.00,315.98,48.30,9.35,1495.00
B,6.40,106.04,68.78,1227.84,285.73,48.02,10.10,1627.00
B,6.04,105.99,69.76,1182.72,271.88,47.63,8.90,1627.00
A,6.24,105.88,70.26,1204.96,290.93,46.75,9.56,1495.00
B,6.04,105.41,68.78,1146.96,260.74,47.64,8.72,1451.00
A,6.16,105.78,70.10,1201.04,280.54,48.81,8.54,1495.00
B,4.84,104.15,67.79,1012.00,240.49,45.50,6.53,1341.00
A,4.80,104.57,68.11,1058.40,258.11,46.07,6.71,1363.00
B,4.76,104.25,66.79,1012.16,241.68,45.64,6.32,1363.00
C,2.48,101.68,64.32,895.68,211.83,44.16,5.09,1297.00
C,3.48,102.73,65.97,916.56,216.39,44.33,5.45,1341.00
C,3.12,102.21,64.98,908.00,215.94,44.33,5.21,1297.00
C,3.12,102.57,65.81,910.96,215.25,44.42,5.30,1363.00
C,2.40,101.68,64.49,895.44,212.48,44.13,5.09,1275.00
A,5.24,104.99,67.95,1043.20,248.11,45.93,7.10,1429.00
A,5.16,105.04,68.94,1038.32,249.50,45.78,6.77,1495.00
A,5.72,105.36,68.78,1106.88,260.98,46.37,8.42,1649.00
B,5.08,104.72,68.28,1051.76,252.47,46.39,6.80,1407.00
B,5.56,104.99,68.78,1050.64,253.11,45.90,6.95,1407.00
B,5.76,105.36,69.60,1138.80,271.48,47.27,7.76,1451.00
A,5.56,105.14,69.27,1082.88,264.00,46.64,7.13,1473.00
B,5.64,105.04,67.95,1056.40,248.81,46.99,6.71,1451.00
B,5.64,105.25,69.11,1109.28,263.46,46.95,7.28,1407.00
B,5.64,105.04,68.28,1079.84,262.12,46.98,6.89,1429.00
B,5.28,104.83,68.61,1037.20,246.14,46.41,6.74,1385.00
A,5.52,105.04,68.94,1073.52,257.97,45.93,6.95,1473.00
A,5.48,105.09,68.61,1051.60,251.48,46.14,7.16,1451.00
A,5.24,104.72,67.95,1036.32,237.32,45.62,7.16,1495.00
C,3.44,102.89,65.81,923.20,219.11,44.53,5.90,1363.00
B,4.68,104.20,67.62,1018.32,255.44,45.75,6.17,1407.00
A,4.60,104.25,68.11,1011.52,244.25,45.37,6.47,1451.00
B,4.64,104.31,67.95,991.04,238.21,45.29,6.26,1429.00
A,5.72,105.25,69.11,1096.56,254.01,46.35,7.79,1539.00
A,5.08,104.72,68.28,1035.52,252.77,45.58,6.56,1517.00
A,5.28,104.83,69.11,1035.52,245.99,45.90,6.71,1407.00
B,4.20,,66.96,,226.38,44.85,5.81,1385.00
A,4.60,104.20,68.44,1020.00,235.15,45.82,6.71,1473.00
B,4.60,104.20,67.79,988.80,233.17,45.30,6.38,1451.00
B,4.84,104.57,68.61,1018.48,239.55,45.38,6.65,1473.00
A,3.96,103.52,66.79,947.04,226.93,44.63,5.72,1363.00
B,4.12,103.57,67.62,965.12,228.41,44.97,5.96,1385.00
C,3.80,103.15,66.63,,220.79,44.60,5.72,1385.00
C,4.08,103.57,66.63,948.72,224.80,44.76,5.72,1363.00
B,4.80,104.36,68.61,1021.20,237.27,45.50,6.86,1473.00
C,3.56,102.94,66.14,930.48,222.08,44.46,5.48,1341.00
B,4.52,103.83,67.79,989.52,229.75,45.45,6.32,1407.00
A,3.28,102.62,65.97,916.96,217.47,44.37,5.36,1341.00
B,3.92,103.41,66.46,948.80,225.79,44.70,5.72,1451.00
A,4.60,104.25,67.62,986.48,233.86,45.21,6.23,1385.00
B,4.48,104.15,68.28,993.60,234.50,45.14,6.41,1495.00
A,5.00,104.25,67.62,1016.40,234.16,45.46,6.53,1407.00
A,4.20,103.68,67.29,961.60,227.23,44.99,5.81,1363.00
C,3.84,103.15,66.96,939.84,222.52,44.62,5.66,1341.00
A,4.36,103.78,67.46,968.16,226.48,45.02,5.99,1407.00
B,3.92,103.20,67.29,939.20,222.92,44.67,5.63,1363.00
B,4.16,103.41,67.12,960.80,227.67,45.00,5.84,1385.00
B,4.36,103.68,67.79,970.80,228.51,45.10,6.08,1429.00
B,4.52,103.94,67.95,980.08,231.78,45.28,6.14,1385.00
B,4.16,103.73,67.95,965.60,227.92,45.11,5.93,1429.00
C,4.00,103.99,66.46,940.24,222.72,44.70,5.60,1407.00
B,4.60,103.89,67.46,960.00,226.98,44.94,5.93,1385.00
B,3.72,103.04,67.12,936.88,221.98,44.73,5.54,1341.00
C,3.52,102.83,65.81,920.80,217.72,44.43,5.42,1341.00
B,5.24,104.88,68.44,1064.24,250.00,45.86,7.10,1429.00
B,4.84,104.36,68.28,1013.28,239.06,45.41,6.47,1517.00
A,5.04,104.67,67.46,1021.76,243.26,45.45,6.65,1473.00
A,5.12,104.62,68.78,1032.40,240.69,45.72,6.95,1495.00
A,5.60,105.30,70.10,1119.28,259.10,46.55,7.61,1671.00
C,2.80,102.26,65.47,906.48,214.80,44.26,5.21,1341.00
C,4.12,103.68,67.46,957.60,227.97,44.74,5.75,1451.00
C,2.96,102.36,65.64,907.84,214.80,44.28,5.24,1385.00
C,1.20,100.58,63.33,888.32,210.10,44.00,5.01,1209.00
C,1.64,101.05,63.99,890.08,210.45,44.03,5.02,1253.00
C,1.48,100.94,63.99,889.28,210.25,44.02,5.02,1253.00
C,1.88,101.26,64.15,891.36,210.74,44.04,5.03,1297.00
A,5.12,104.46,68.28,1038.80,244.60,45.94,6.65,1561.00
C,2.76,102.10,65.31,904.00,213.37,44.22,5.21,1297.00
C,2.44,101.84,65.14,898.32,212.57,44.09,5.12,1297.00
C,3.00,102.42,65.64,908.40,214.31,44.24,5.24,1363.00
C,3.24,102.68,65.81,914.48,216.24,44.35,5.36,1363.00
C,3.40,102.73,65.81,915.84,216.98,44.31,5.36,1407.00
C,3.16,102.57,65.64,913.36,216.29,44.29,5.30,1473.00
C,3.48,102.89,65.81,919.60,217.38,44.37,5.42,1385.00
C,3.04,102.57,65.47,912.96,216.68,44.34,5.27,1341.00
C,3.36,102.83,66.63,922.16,218.12,44.49,5.42,1341.00
C,3.24,102.62,66.46,915.44,216.48,44.31,5.36,1341.00
A,5.32,104.93,68.94,1067.76,251.63,46.50,7.16,1473.00
B,5.36,104.78,68.11,1057.68,260.84,45.93,6.80,1451.00
B,5.20,104.83,69.11,1063.04,254.40,45.93,7.07,1517.00
A,5.40,105.20,68.44,1086.64,258.02,46.47,7.04,1517.00
A,5.08,104.72,68.78,1049.76,247.97,45.84,7.22,1517.00
A,5.08,104.72,69.11,1059.20,247.67,45.56,7.46,1605.00
A,4.96,104.83,68.28,1031.60,243.76,45.47,7.07,1407.00
B,5.68,105.30,68.61,1114.40,269.89,46.64,7.19,1517.00
B,5.32,104.99,68.28,1064.24,257.27,46.27,6.77,1473.00
B,4.92,104.99,68.11,1036.48,249.01,45.73,6.56,
B,5.16,104.62,67.12,1026.40,246.38,45.54,6.62,1451.00
A,4.84,104.41,68.44,1031.12,241.58,46.13,6.47,1429.00
C,2.56,102.05,64.98,903.20,214.41,44.22,5.16,1275.00
A,2.76,102.10,65.64,907.28,214.60,44.25,5.24,1319.00
B,4.28,103.99,67.29,990.24,239.70,45.36,5.96,1429.00
A,4.76,104.72,67.95,1031.20,245.79,45.66,6.41,1495.00
A,3.40,102.89,66.63,934.80,222.13,44.57,5.54,1363.00
A,4.36,104.10,67.95,989.68,231.63,44.79,6.53,1385.00
B,4.20,103.78,67.12,967.92,230.15,44.89,6.02,1473.00
B,5.72,105.51,70.10,1172.64,254.90,46.54,8.30,1671.00
A,5.32,105.25,69.60,1077.92,250.79,46.41,7.22,1539.00
A,5.56,105.09,69.76,1083.04,248.36,46.23,7.31,1495.00
A,5.64,105.30,70.43,1132.00,265.44,46.97,7.70,1517.00
A,5.64,105.41,68.11,1089.44,250.64,45.75,7.46,1473.00
A,5.84,105.67,70.10,1183.04,283.51,46.91,8.51,1671.00
B,5.88,105.57,69.11,1103.76,258.81,46.18,7.94,1451.00
A,5.48,105.25,70.92,1150.72,262.67,46.98,9.14,1583.00
A,5.68,105.51,69.76,1125.44,264.45,46.77,7.58,1627.00
B,4.72,104.46,67.46,1001.92,236.38,45.43,6.50,1429.00
B,4.88,104.36,69.11,1022.64,241.09,45.41,6.80,1517.00
C,3.48,102.99,66.46,926.64,219.06,44.51,5.45,1341.00
B,4.24,103.73,66.96,959.92,227.52,44.93,5.90,1385.00
A,4.48,104.15,67.62,988.72,232.62,45.13,6.35,1495.00
A,4.72,103.99,68.78,1041.04,242.18,45.41,6.86,1495.00
B,4.88,104.36,68.61,1028.64,239.21,45.75,6.71,1407.00
A,4.84,104.57,68.11,999.84,238.51,45.42,6.23,1407.00
B,4.56,104.20,68.11,991.12,233.96,45.18,6.23,1561.00
A,4.12,103.73,67.12,964.40,223.07,44.73,6.14,1385.00
B,4.88,104.57,68.28,1017.68,241.23,45.60,6.44,1407.00
A,4.92,104.57,68.94,1047.36,247.97,46.01,6.95,1561.00
B,5.12,105.30,69.93,1092.24,259.60,46.48,7.13,1451.00
A,5.48,104.99,68.44,1066.56,252.37,45.96,6.89,1517.00
B,5.12,104.78,68.78,1050.08,243.86,45.84,7.10,1605.00
A,5.40,105.20,69.43,1057.20,248.02,45.69,7.25,1759.00
C,2.96,102.26,65.81,908.48,214.85,44.30,5.24,1319.00
C,2.80,102.15,65.47,905.68,214.46,44.25,5.21,1319.00
C,2.84,102.21,65.81,905.04,213.86,44.26,5.18,1275.00
A,4.52,104.15,67.62,975.84,231.93,45.13,5.90,1429.00
A,3.56,102.94,66.46,925.44,218.96,44.52,5.45,1385.00
B,3.84,103.20,66.14,943.76,224.40,44.80,5.60,1385.00
B,4.92,104.57,68.78,1030.72,241.88,45.55,7.01,1473.00
A,3.56,102.94,66.30,928.32,220.54,44.53,5.44,1363.00
A,3.48,102.83,66.30,922.72,218.76,44.44,5.43,1319.00
B,4.36,103.78,67.29,963.52,228.02,45.01,5.90,1407.00
C,2.20,101.52,64.98,893.92,211.24,44.08,5.07,1275.00
C,1.92,101.26,63.99,891.44,210.69,44.04,5.03,1253.00
A,5.76,105.41,70.92,1134.64,256.63,47.28,8.21,1473.00
A,5.00,104.31,67.12,1009.68,234.80,45.46,6.17,1495.00
A,5.16,104.57,67.79,1032.88,248.86,46.10,6.65,1407.00
B,5.64,105.09,69.27,1086.96,255.89,46.72,7.34,1649.00
A,5.08,104.62,67.62,1043.36,253.86,45.82,6.59,1495.00
A,5.36,104.78,69.43,1100.88,255.49,46.88,7.07,1605.00
B,5.56,104.93,69.60,1084.08,247.72,46.40,7.61,1693.00
A,5.64,105.09,68.78,1096.00,252.92,46.62,7.76,1693.00
C,4.20,103.73,66.63,961.36,229.21,44.60,5.84,1363.00
B,5.68,105.62,69.27,1086.72,267.02,46.20,7.34,1495.00
A,4.20,103.68,66.30,946.80,224.50,44.90,5.72,1407.00
B,5.24,104.78,68.11,1021.84,241.18,45.23,6.92,1583.00
C,3.24,102.68,66.14,915.52,216.53,44.23,5.36,1319.00
C,2.72,102.21,64.98,903.44,214.21,44.20,5.18,1297.00
C,2.12,101.52,64.32,894.08,211.63,44.06,5.09,1275.00
A,3.68,103.25,66.30,933.52,220.54,44.67,5.60,1429.00
C,2.72,102.15,65.31,904.88,213.86,44.36,5.21,1297.00
A,3.28,102.78,66.46,923.52,219.26,44.50,5.45,1341.00
C,3.44,102.89,65.97,928.16,219.60,44.47,5.48,1341.00
C,3.16,102.68,66.30,916.08,217.23,44.37,5.39,1341.00
A,4.68,104.20,67.29,990.96,236.73,45.48,6.23,1451.00
A,3.48,103.10,66.46,926.56,218.56,44.47,5.57,1363.00
C,3.48,102.94,65.97,924.08,218.76,44.36,5.54,1363.00
A,4.60,103.99,68.11,983.28,231.14,45.43,6.20,1451.00
B,3.80,103.41,66.96,938.96,223.27,44.50,5.57,1363.00
C,3.00,102.31,65.64,907.36,214.70,44.37,5.21,1297.00
C,2.48,101.84,64.32,899.28,213.32,44.13,5.12,1297.00
B,6.52,106.30,69.43,1203.84,269.20,47.64,9.26,1539.00
A,5.56,104.88,69.27,1102.64,266.48,46.83,7.13,1429.00
A,5.40,104.99,69.27,1062.00,249.90,46.36,6.95,1495.00
A,5.32,104.72,69.11,1093.28,256.83,46.46,7.55,1539.00
A,5.56,104.99,69.11,1100.00,269.85,46.89,6.98,1473.00
B,5.12,104.72,69.43,1048.56,250.19,46.23,6.71,1517.00
A,5.20,104.78,67.79,1074.40,267.52,46.02,6.80,1495.00
B,5.56,105.36,69.76,1103.60,257.27,46.28,7.88,1495.00
A,5.56,104.88,69.11,1091.84,267.32,46.73,6.92,1451.00
B,4.64,103.94,68.94,978.88,233.02,45.33,6.02,1451.00
B,4.28,104.46,68.11,1007.36,239.75,45.35,6.44,1363.00
A,4.52,104.10,67.62,1001.12,237.67,45.94,6.08,1473.00
B,4.80,104.41,68.28,1008.96,237.18,45.54,6.65,1385.00
C,3.32,102.73,65.64,920.00,217.92,44.49,5.33,1319.00
C,3.60,103.20,66.79,931.44,219.11,44.66,5.54,1363.00
A,5.48,105.04,67.95,1080.00,265.44,46.18,6.68,1495.00
B,5.48,105.20,69.11,1072.48,263.06,46.59,6.47,1363.00
B,5.28,104.72,68.61,1026.96,242.92,45.46,6.62,1671.00
A,5.16,104.83,67.62,1040.56,254.20,45.84,6.47,1451.00
A,5.24,104.78,68.61,1036.80,250.39,46.31,6.32,1385.00
A,5.68,105.41,68.61,1092.00,260.39,46.55,7.04,1539.00
A,6.20,106.09,69.76,1228.80,283.41,48.36,8.48,1627.00
A,6.00,105.51,69.11,1141.92,278.66,46.99,7.37,1473.00
B,5.76,105.51,69.27,1177.36,279.65,47.46,7.37,1583.00
A,6.56,106.14,70.10,1287.84,301.72,48.20,9.20,1561.00
B,6.08,105.72,68.94,1170.88,284.20,47.49,7.91,1539.00
A,5.44,105.14,68.94,1084.32,257.52,46.55,7.10,1583.00
B,5.32,104.88,67.95,1047.52,248.81,46.19,7.04,1451.00
B,5.80,105.51,68.78,1115.60,270.39,46.67,7.67,1627.00
B,5.40,105.04,67.95,1052.64,250.44,46.41,6.77,1539.00
B,5.56,105.25,68.78,1077.76,259.35,46.68,7.10,1451.00
A,5.64,105.41,68.28,1050.56,251.73,46.17,7.13,1605.00
A,5.24,104.88,67.79,1029.92,253.61,45.47,6.59,1429.00
B,5.24,104.78,66.96,1059.76,257.42,46.43,6.59,1407.00
A,5.64,105.14,68.94,1068.80,255.34,46.46,6.89,1451.00
B,6.12,105.88,70.10,1163.04,277.32,46.66,7.82,1561.00
B,5.80,105.72,68.44,1138.56,275.79,47.07,7.49,1539.00
B,5.88,105.93,69.43,1169.68,278.51,46.91,8.00,1539.00
B,6.04,106.09,69.60,1173.92,267.92,48.03,8.60,1605.00
B,6.20,106.04,68.61,1097.60,260.44,46.79,7.52,1495.00
A,6.08,105.46,67.95,1102.88,255.89,46.60,7.40,1473.00
B,6.00,105.72,69.43,1165.52,277.77,47.29,8.63,1627.00
A,5.64,105.14,69.27,1076.40,258.86,46.99,6.71,1429.00
B,5.28,104.72,68.28,1060.32,259.45,46.56,6.50,1407.00
A,5.12,104.88,68.78,1047.20,248.56,45.63,7.22,1517.00
B,5.48,105.20,69.11,1065.36,246.68,46.79,6.98,1451.00
A,5.44,104.93,68.94,1070.48,247.17,46.50,7.31,1517.00
A,4.88,104.41,67.79,1014.56,242.67,45.68,6.50,1407.00
A,4.48,104.20,67.46,994.08,240.99,45.22,6.20,1407.00
A,4.36,103.94,66.96,977.04,232.37,45.09,6.17,1451.00
A,4.96,104.46,67.46,1023.12,246.93,45.87,6.41,1407.00
B,4.24,103.89,66.46,966.80,231.38,45.11,5.81,1385.00
A,4.92,104.41,68.11,1006.16,244.80,45.35,6.29,1451.00
A,4.28,103.99,67.46,965.12,230.49,45.09,5.87,1407.00
A,4.52,104.41,67.12,985.44,233.66,45.28,6.32,1495.00
C,4.32,103.94,66.96,963.36,231.98,45.06,5.84,1385.00
C,3.92,103.41,66.30,939.44,225.20,44.53,5.63,1407.00
A,4.40,103.94,67.12,982.88,237.42,45.02,6.08,1407.00
B,4.36,103.94,67.12,977.84,234.95,45.22,6.08,1407.00
C,3.52,103.10,66.14,928.00,220.64,44.49,5.48,1385.00
